ItemId,Kind,SourceType,SourceText
21921,Minion,Occult Crescent,South Horn - Bronze/Silver Coffer
21923,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
21911,Minion,Dungeon,Hells' Lid
21911,Minion,Bozja,Southern Front Lockbox / Zadnor Lockbox
21911,Minion,Deep Dungeon,Eureka Orthos - Bronze/Silver Sack
21911,Minion,Occult Crescent,South Horn - Bronze/Silver Coffer
21912,Minion,Raid,Sigmascape V4.0
21912,Minion,Raid,Sigmascape V4.0 (Savage)
21059,Minion,Venture,Field Exploration XXII
21059,Minion,Bozja,Southern Front Lockbox
21059,Minion,Occult Crescent,South Horn - Bronze Coffer
21055,Minion,Wondrous Tails,1 Khloe's Bronze Certificate of Commendation
21066,Minion,Quest,Return of the Bull
21065,Minion,Crafting,Crafted by Weaver - The Minstrel Balad: Shinryu's Domain
21065,Minion,Bozja,Southern Front Lockbox / Zadnor Lockbox
21065,Minion,Occult Crescent,South Horn - Bronze/Silver Coffer
21065,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Auxesia
21057,Minion,Crafting,Crafted by Weaver - Thok ast Thok (Extreme)
21057,Minion,Bozja,Southern Front Lockbox
21057,Minion,Occult Crescent,South Horn - Bronze/Silver Coffer
21057,Minion,Cosmic Exploration,Silver Ancient Record - Auxesia
21056,Minion,Tribal,Shikitahe - Tamamizu (The Ruby Sea) - 5 Kojin Sango (Rank 5)
21063,Minion,Venture,Waterside Exploration XXII
21063,Minion,Bozja,Southern Front Lockbox / Zadnor Lockbox
21063,Minion,Occult Crescent,South Horn - Bronze Coffer
21193,Minion,Dungeon,The Drowned City of Skalla
21193,Minion,Bozja,Southern Front Lockbox / Zadnor Lockbox
21193,Minion,Deep Dungeon,Eureka Orthos - Bronze/Silver Sack
21193,Minion,Occult Crescent,South Horn - Bronze/Silver Coffer
21064,Minion,Venture,Woodland Exploration XXII
21064,Minion,Bozja,Southern Front Lockbox / Zadnor Lockbox
21064,Minion,Occult Crescent,South Horn - Bronze/Silver Coffer
21058,Minion,Venture,Highland Exploration XXII
21058,Minion,Bozja,Southern Front Lockbox / Zadnor Lockbox
21058,Minion,Occult Crescent,South Horn - Bronze Coffer
21062,Minion,FATE,"Eschina - Rhalgr's Reach - 5 Ixion Horns (FATE ""A Horse Outside"" - The Lochs)"
21060,Minion,Treasure Hunt,The Hidden Canals of Uznair
20534,Minion,Event,The Rising (2017)
20534,Minion,Premium,Online Store
20532,Minion,Event,The Rising (2017)
20532,Minion,Premium,Online Store
20537,Minion,Treasure Hunt,Timeworn Gazelleskin Map
20543,Minion,Raid,Deltascape V4.0
20543,Minion,Raid,Deltascape V4.0 (Savage)
16031,Minion,Premium,Stormblood Collector's Edition
16032,Minion,Premium,Stormblood Pre-order
20541,Minion,Dungeon,Castrum Abania
20539,Minion,Crafting,Crafted by Weaver
20539,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
20536,Minion,Dungeon,Doma Castle
20544,Minion,Wondrous Tails,1 Khloe's Bronze Certificate of Commendation
20533,Minion,Dungeon,Kugane Castle
20546,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
20546,Minion,Crafting,Crafted by Weaver - Emanation (Extreme)
20546,Minion,Cosmic Exploration,Silver Ancient Record - Auxesia
20545,Minion,Deep Dungeon,Heaven-on-High - Any Sack
20545,Minion,Crafting,Crafted by Weaver - The Pool of Tribute (Extreme)
20545,Minion,Cosmic Exploration,Bronze Ancient Record - Auxesia
20547,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
20547,Minion,Crafting,Crafted by Weaver - The Limitless Blue (Extreme)
20540,Minion,Hunts,Leuekin (Rhalgr's Reach) / Estrild (Kugane) - 800 Centurio Seals
20531,Minion,Dungeon,Bardam's Mettle
20531,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
20531,Minion,Island Sanctuary,Sanctuary Materiel Container
20542,Minion,Dungeon,The Sirensong Sea
20542,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
20542,Minion,Island Sanctuary,Sanctuary Materiel Container
20525,Minion,Venture,Highland Exploration XIX - XXII
20525,Minion,Venture,Woodland Exploration XIX - XXII
20525,Minion,Venture,Waterside Exploration XIX - XXII
20525,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
20525,Minion,Island Sanctuary,Sanctuary Materiel Container
20530,Minion,Venture,Field Exploration XX - XXII
20530,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
20530,Minion,Island Sanctuary,Sanctuary Materiel Container
20527,Minion,Hunts,Leuekin (Rhalgr's Reach) / Estrild (Kugane) - 800 Centurio Seals
20526,Minion,FATE,"Eschina - Rhalgr's Reach - 3 Sassho-seki Fragments (FATEs ""Outfoxed"" and ""Foxy Lady"" - Yanxia)"
20538,Minion,Dungeon,The Temple of the Fist
20529,Minion,Dungeon,Shisui of the Violet Tides
20529,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
20529,Minion,Island Sanctuary,Sanctuary Materiel Container
20528,Minion,Gathering,Gathered by Fisher
20528,Minion,Deep Dungeon,Heaven-on-High - Gold Sack
20528,Minion,Island Sanctuary,Sanctuary Materiel Container
20528,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
20524,Minion,Gathering,Gathered by Fisher
20524,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
20524,Minion,Island Sanctuary,Sanctuary Materiel Container
20524,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
17524,Minion,Skybuilders,Enie - The Firmament - 800 Skybuilders' Scrips
15441,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
15441,Minion,Skybuilders,800 Skybuilders' Scrips
15441,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
17528,Minion,Premium,Item code included with The Art of Ishgard -The Scars of War-
17534,Minion,Achievement,How Can I Help III
17533,Minion,Achievement,Mama Said Knock You Out III
16027,Minion,Premium,Fan Festival 2016-17
16027,Minion,Premium,Online Store
17536,Minion,Purchase,Magic Pot - The Isles of Umbra (Western La Noscea) - 1 Hi-Elixir
17530,Minion,Quest,Body and Soul
17526,Minion,Event,Valentione's Day (2017)
17526,Minion,Premium,Online Store
17529,Minion,Quest,If I Could Turn Back Time
17532,Minion,Premium,Item code included with The Far Edge of Fate Original Soundtrack
17527,Minion,Wondrous Tails,1 Khloe's Bronze Certificate of Commendation
17535,Minion,Tribal,"Mogmul Mogbelly - Bahrr Lehs (The Churning Mists) - 30,000 Gil (Rank 9)"
17531,Minion,Raid,Dun Scaith
17525,Minion,Dungeon,Baelsar's Wall
17525,Minion,Skybuilders,Kupo of Fortune
17525,Minion,Skybuilders,Fête Present
16029,Minion,Premium,Fan Festival 2016-17
16029,Minion,Premium,Online Store
16028,Minion,Premium,Fan Festival 2016-17
16028,Minion,Premium,Online Store
16030,Minion,Premium,Item code included with Encyclopaedia Eorzea
16573,Minion,Deep Dungeon,The Palace of the Dead - Iron/Silver/Gold Sack
16927,Minion,Quest,An Ending to Mark a New Beginning
16570,Minion,Wondrous Tails,1 Khloe's Bronze Certificate of Commendation
16568,Minion,Wondrous Tails,1 Khloe's Bronze Certificate of Commendation
16574,Minion,Raid,Alexander - The Soul of the Creator
16574,Minion,Raid,Alexander - The Soul of the Creator (Savage)
16572,Minion,Dungeon,Xelphatol
16572,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
16572,Minion,Skybuilders,Kupo of Fortune
16572,Minion,Island Sanctuary,Sanctuary Materiel Container
16575,Minion,Event,All Saints' Wake (2016)
16575,Minion,Premium,Online Store
15207,Minion,Event,Yo-kai Watch Collaboration
15206,Minion,Event,Yo-kai Watch Collaboration
15205,Minion,Event,Yo-kai Watch Collaboration
15204,Minion,Event,Yo-kai Watch Collaboration
15203,Minion,Event,Yo-kai Watch Collaboration
15202,Minion,Event,Yo-kai Watch Collaboration
15201,Minion,Event,Yo-kai Watch Collaboration
15200,Minion,Event,Yo-kai Watch Collaboration
15199,Minion,Event,Yo-kai Watch Collaboration
15198,Minion,Event,Yo-kai Watch Collaboration
15197,Minion,Event,Yo-kai Watch Collaboration
15196,Minion,Event,Yo-kai Watch Collaboration
15195,Minion,Event,Yo-kai Watch Collaboration
15443,Minion,Event,The Rising (2016)
15443,Minion,Premium,Online Store
15434,Minion,Event,The Rising (2016)
15434,Minion,Premium,Online Store
15448,Minion,Deep Dungeon,E-Una-Kotor - Quarrymill (South Shroud) - 3 Gelmorran Potsherds
15446,Minion,Deep Dungeon,E-Una-Kotor - Quarrymill (South Shroud) - 3 Gelmorran Potsherds
15438,Minion,Gold Saucer,"30,000 MGP"
15439,Minion,Gathering,Gathered by Fisher
15439,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Auxesia
15442,Minion,PvP,"15,000 Wolf Marks"
15444,Minion,Quest,Litany of Peace
15437,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
15437,Minion,Crafting,Crafted by Weaver - The Akh Afah Amphitheatre (Extreme)
15437,Minion,Cosmic Exploration,Bronze Ancient Record - Auxesia
15436,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
15436,Minion,Crafting,Crafted by Weaver
15436,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Auxesia
15435,Minion,Tribal,"Mogmul Mogbelly - Bahrr Lehs (The Churning Mists) - 30,000 Gil (Rank 7)"
15447,Minion,Treasure Hunt,The Aquapolis
15447,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
15447,Minion,Skybuilders,Kupo of Fortune
15447,Minion,Skybuilders,Fête Present
15447,Minion,Island Sanctuary,Sanctuary Materiel Container
15445,Minion,Raid,The Weeping City of Mhach
15440,Minion,Dungeon,Hullbreaker Isle (Hard)
15440,Minion,Skybuilders,Kupo of Fortune
13104,Minion,Premium,Online Store
8206,Minion,Premium,Online Store
14102,Minion,Premium,Item code included with Heavensward Original Soundtrack
14096,Minion,Gold Saucer,"30,000 MGP"
14095,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
14095,Minion,Crafting,Crafted by Weaver
14095,Minion,Cosmic Exploration,Silver Ancient Record - Auxesia
14094,Minion,Deep Dungeon,Heaven-on-High - Gold/Platinum Sack
14094,Minion,Crafting,Crafted by Weaver - The Navel (Hard)
14094,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Auxesia
14093,Minion,Deep Dungeon,Heaven-on-High - Gold/Platinum Sack
14093,Minion,Crafting,Crafted by Weaver - The Howling Eye (Hard)
14093,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Auxesia
14091,Minion,Tribal,"Vath Stickpeddler - Loth ast Vath (The Dravanian Forelands) - 30,000 Gil (Rank 7)"
14092,Minion,Tribal,"Vath Stickpeddler - Loth ast Vath (The Dravanian Forelands) - 30,000 Gil (Rank 4)"
14097,Minion,Raid,Alexander - The Burden of the Son (Savage)
14103,Minion,PvP,Crystalline Conflict: Random Drop
14101,Minion,Quest,The Word of the Mother
14100,Minion,Dungeon,The Lost City of Amdapor (Hard)
14100,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
14100,Minion,Skybuilders,Kupo of Fortune
14100,Minion,Skybuilders,Fête Present
14099,Minion,Dungeon,The Antitower
14098,Minion,Dungeon,The Antitower
14098,Minion,Eureka,"FATE ""Creepy Doll"" - Eureka Pyros"
13278,Minion,Premium,Item code included with The Art of Ishgard -Stone and Steel-
13774,Minion,Quest,"As Goes Light, So Goes Darkness"
13284,Minion,Deep Dungeon,Heaven-on-High - Gold/Platinum Sack
13284,Minion,Crafting,Crafted by Weaver - The Bowl of Embers (Hard)
13284,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Auxesia
13773,Minion,Tribal,"Luna Vanu - Ok' Gundu Nakki (The Sea of Clouds) - 30,000 Gil (Rank 7)"
12050,Minion,Tribal,"Luna Vanu - Ok' Gundu Nakki (The Sea of Clouds) - 30,000 Gil (Rank 4)"
13276,Minion,Crafting,Crafted by Weaver
13276,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
13281,Minion,Achievement,The Road of Verminion I
13279,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
13279,Minion,Skybuilders,Enie - The Firmament - 800 Skybuilders' Scrips
13279,Minion,Island Sanctuary,Sanctuary Materiel Container
13279,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
13277,Minion,Raid,The Void Ark
13282,Minion,Achievement,Challenge Accepted
13283,Minion,Dungeon,Saint Mocianne's Arboretum
13283,Minion,Deep Dungeon,Heaven-on-High - Silver/Gold Sack
13283,Minion,Island Sanctuary,Sanctuary Materiel Container
13280,Minion,Achievement,A Load of Verminion II
13275,Minion,Treasure Hunt,Timeworn Dragonskin Map
13275,Minion,Treasure Hunt,The Aquapolis
13275,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
13275,Minion,Skybuilders,Enie - The Firmament - 800 Skybuilders' Scrips
13275,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
13112,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
12065,Minion,Event,The Rising (2015)
12065,Minion,Premium,Online Store
13113,Minion,Event,All Saints' Wake (2015)
13113,Minion,Premium,Online Store
12060,Minion,Event,The Rising (2015)
12060,Minion,Premium,Online Store
12047,Minion,Premium,Online Store
10075,Minion,Premium,Online Store
12062,Minion,Crafting,Crafted by Armorer
12046,Minion,Premium,Heavensward Collector's Edition
12055,Minion,Crafting,Crafted by Carpenter
12055,Minion,Skybuilders,Kupo of Fortune
12055,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
12069,Minion,FATE,"FATE ""On Dangerous Ground"" - The Sea of Clouds"
12064,Minion,Quest,Do It for Gilly
12067,Minion,Premium,Item code included with Topaz Carbuncle Plushie
12066,Minion,Premium,Item code included with Emerald Carbuncle Plushie
12048,Minion,Quest,A Difference of Opinion
10074,Minion,Quest,In Search of Iceheart
12053,Minion,Dungeon,Neverreap
12053,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
12053,Minion,Treasure Hunt,The Aquapolis
12053,Minion,Skybuilders,Kupo of Fortune
12053,Minion,Skybuilders,Fête Present
12052,Minion,Dungeon,The Fractal Continuum
12052,Minion,Treasure Hunt,The Aquapolis
12052,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
12052,Minion,Skybuilders,Fête Present
12061,Minion,Venture,Waterside Exploration XVIII and XIX
12061,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
12056,Minion,Dungeon,The Aery
12056,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
12056,Minion,Treasure Hunt,The Aquapolis
12049,Minion,Dungeon,The Vault
12049,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
12049,Minion,Treasure Hunt,The Aquapolis
12059,Minion,Hunts,Ardolain - The Forgotten Knight (Ishgard) - 400 Centurio Seals
12058,Minion,Crafting,Crafted by Armorer
12058,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
12057,Minion,Dungeon,The Great Gubal Library
12057,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
12057,Minion,Treasure Hunt,The Aquapolis
12054,Minion,Dungeon,Sohm Al
12054,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
12054,Minion,Treasure Hunt,The Aquapolis
12054,Minion,Skybuilders,Kupo of Fortune
12054,Minion,Skybuilders,Fête Present
12051,Minion,Crafting,Crafted by Alchemist - Timeworn Wyvernskin Map
12051,Minion,Skybuilders,Kupo of Fortune
12051,Minion,Skybuilders,Fête Present
12051,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
12063,Minion,Hunts,Ardolain - The Forgotten Knight (Ishgard) - 400 Centurio Seals
12044,Minion,Premium,Item code included with Before the Fall Original Soundtrack
12045,Minion,Premium,Heavensward Pre-order
9351,Minion,Gold Saucer,"10,000 MGP"
6181,Minion,Gold Saucer,"20,000 MGP"
10071,Minion,Crafting,"Crafted by Blacksmith - The Binding Coil of Bahamut -Turn 1, 2, 4 and 5"
10071,Minion,Cosmic Exploration,Silver Ancient Record - Oizys
10076,Minion,Trial,Battle in the Big Keep
10073,Minion,Quest,Her Last Vow
10072,Minion,Raid,The World of Darkness
8701,Minion,Premium,Attend a Ceremony of Eternal Bonding (Gold/Platinum)
9345,Minion,Event,The Starlight Celebration (2014)
9345,Minion,Premium,Online Store
8721,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
8725,Minion,Premium,Online Store
9344,Minion,Trial,The Dragon's Neck
9352,Minion,Achievement,Out of a Bind I
9350,Minion,Gathering,Desynthesize a Ninja Betta
9347,Minion,Venture,Waterside Exploration XIV - XXV
8200,Minion,Crafting,Crafted by Weaver
8200,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys
9349,Minion,Dungeon,The Sunken Temple of Qarn (Hard)
9349,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
9349,Minion,Treasure Hunt,The Aquapolis
9348,Minion,Venture,Woodland Exploration XIV - XVIII
7567,Minion,Dungeon,Sastasha (Hard)
7567,Minion,Treasure Hunt,The Aquapolis
9346,Minion,Gold Saucer,"20,000 MGP"
8719,Minion,Premium,Item code included with The Art of Eorzea -Another Dawn-
8724,Minion,Premium,Online Store
8723,Minion,Premium,Online Store
8722,Minion,Premium,Online Store
8720,Minion,Premium,Item code included with Delivery Moogle Plushie
8581,Minion,Tribal,"Sahagin Vendor - Novv's Nursery (Western La Noscea) - 25,000 Gil (Rank 8)"
8580,Minion,Tribal,"Kobold Vendor - 789th Order Dig (Outer La Noscea) - 25,000 Gil (Rank 8)"
8189,Minion,Tribal,"Ixali Vendor - Ehcatl (North Shroud) - 25,000 Gil (Rank 7)"
8579,Minion,Tribal,"Ixali Vendor - Ehcatl (North Shroud) - 25,000 Gil (Rank 8)"
8578,Minion,Tribal,"Amalj'aa Vendor - Ring of Ash (Southern Thanalan) - 25,000 Gil (Rank 8)"
8577,Minion,Tribal,"Sylphic Vendor - Little Solace (East Shroud) - 25,000 Gil (Rank 8)"
8197,Minion,Raid,Syrcus Tower
8201,Minion,Venture,Highland Exploration XIV
8201,Minion,Deep Dungeon,Heaven-on-High - Silver Sack
8191,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
8204,Minion,Event,The Rising (2014)
8204,Minion,Premium,Online Store
8203,Minion,Event,The Rising (2014)
8203,Minion,Premium,Online Store
6210,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
8202,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
8202,Minion,Treasure Hunt,Unhidden Leather Map
8202,Minion,Treasure Hunt,The Aquapolis
8202,Minion,Skybuilders,Fête Present
8199,Minion,Venture,"Field Exploration XIV, XV, XIX"
8205,Minion,Dungeon,Hullbreaker Isle
8198,Minion,Hunts,Hunt Billmaster - Any Grand Company Headquarters - 440 Allied Seals
7565,Minion,Gold Saucer,"10,000 MGP"
8190,Minion,Hunts,Hunt Billmaster - Any Grand Company Headquarters - 500 Allied Seals
6206,Minion,Quest,Thwack-a-Mole
8196,Minion,Other,Gardening
8195,Minion,Other,Gardening
8194,Minion,Other,Gardening
8193,Minion,Other,Gardening
8192,Minion,Other,Gardening
6201,Minion,Achievement,Out of Sight Out of Mind
7562,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
7568,Minion,Crafting,Crafted by Carpenter
7568,Minion,Skybuilders,Kupo of Fortune
7559,Minion,Crafting,Crafted by Weaver
7559,Minion,Skybuilders,Kupo of Fortune
7559,Minion,Skybuilders,Fête Present
7559,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
7560,Minion,Purchase,Magic Pot - The Isles of Umbra (Western La Noscea) - 1 Elixir
7561,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
7557,Minion,Tribal,"Sahagin Vendor - Novv's Nursery (Western La Noscea) - 25,000 Gil (Rank 4)"
7556,Minion,Tribal,"Kobold Vendor - 789th Order Dig (Outer La Noscea) - 25,000 Gil (Rank 4)"
7563,Minion,Premium,Item code included with A Realm Reborn Original Soundtrack
7564,Minion,Dungeon,Brayflox's Longstop (Hard)
7564,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
7564,Minion,Treasure Hunt,The Aquapolis
7566,Minion,Venture,Field Exploration XIII
7566,Minion,Venture,Highland Exploration XIII
7566,Minion,Venture,Waterside Exploration XIII
7566,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
7566,Minion,Treasure Hunt,The Aquapolis
7558,Minion,Premium,A Realm Reborn Collector's Edition
6985,Minion,Event,Dragon Quest X Collaboration
6217,Minion,Event,Final Fantasy XI Collaboration
6217,Minion,Premium,Online Store
6987,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
6986,Minion,Event,Little Ladies' Day (2014)
6986,Minion,Premium,Online Store
6988,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
6984,Minion,Tribal,"Amalj'aa Vendor - Ring of Ash (Southern Thanalan) - 25,000 Gil (Rank 4)"
6211,Minion,Tribal,"Sylphic Vendor - Little Solace (East Shroud) - 25,000 Gil (Rank 4)"
6177,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
6177,Minion,Treasure Hunt,Timeworn Peisteskin Map
6177,Minion,Treasure Hunt,Timeworn Dragonskin Map
6177,Minion,Treasure Hunt,The Aquapolis
6208,Minion,Dungeon,Copperbell Mines (Hard)
6196,Minion,Quest,Man's Best Fiend
6193,Minion,Quest,It's Possibly a Primal
6188,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
6188,Minion,Treasure Hunt,Timeworn Toadskin Map
6188,Minion,Treasure Hunt,The Aquapolis
6184,Minion,Deep Dungeon,The Palace of the Dead - Bronze Sack
6184,Minion,Treasure Hunt,Timeworn Boarskin Map
6184,Minion,Treasure Hunt,The Aquapolis
6180,Minion,Quest,Curiosity Killed the Coeurl
6989,Minion,Achievement,Leaving a Good Impression II
6212,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
6216,Minion,Premium,Item code included with Before Meteor Original Soundtrack
6204,Minion,Crafting,Crafted by Goldsmith
6204,Minion,Cosmic Exploration,Silver Ancient Record - Oizys
6213,Minion,Quest,The Gridanian Envoy
6213,Minion,Quest,The Lominsan Envoy
6213,Minion,Quest,The Ul'dahn Envoy
6165,Minion,Premium,A Realm Reborn Pre-order
6169,Minion,Achievement,Bump on a Log: Immortal Flames
6168,Minion,Achievement,Bump on a Log: Order of the Twin Adder
6167,Minion,Achievement,Bump on a Log: Maelstrom
6004,Minion,Purchase,"Minion Trader - The Gold Saucer - 2,400 Gil"
6004,Minion,Purchase,"Maisenta (Gridania) / Roarich (Ul'dah) / Bango Zango (Limsa Lominsa) - 2,400 Gil"
6214,Minion,Crafting,Crafted by Weaver
6214,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
6207,Minion,Event,Heavensturn (2015)
6207,Minion,Premium,Online Store
6205,Minion,Dungeon,Amdapor Keep
6203,Minion,Dungeon,The Wanderer's Palace
6202,Minion,Quest,It Was a Very Good Year
6200,Minion,Crafting,Crafted by Weaver
6200,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
6199,Minion,Gathering,Gathered by Miner
6199,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
6209,Minion,Gathering,Gathered by Botanist
6209,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
6198,Minion,Purchase,Auriana - Mor Dhona - 3 Allagan Tomestones of Poetics
6197,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
6195,Minion,FATE,"FATE ""It's Not Lupus"" - Eastern La Noscea"
6194,Minion,Quest,Zombies Are People Too
6192,Minion,FATE,"FATE ""The Eyes Have It"" - Coerthas Central Highlands"
6191,Minion,Gathering,Gathered by Fisher
6191,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys or Auxesia
6190,Minion,Crafting,Crafted by Armorer
6190,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
6189,Minion,Purchase,Auriana - Mor Dhona - 3 Allagan Tomestones of Poetics
6189,Minion,Event,Hatching-tide (2016)
6187,Minion,Purchase,"Junkmonger Nonoroon - Poor Maid's Mill (Upper La Noscea) - 2,400 Gil (Requires FATE ""Poor Maid's Misfortune"")"
6186,Minion,Purchase,"Boughbury Trader - Redbelly Hive (South Shroud) - 2,400 Gil (Requires FATE ""Clearing the Hive"")"
6185,Minion,Gathering,Gathered by Fisher
6185,Minion,Cosmic Exploration,Bronze/Silver Ancient Record - Oizys
6183,Minion,Crafting,Crafted by Goldsmith
6183,Minion,Cosmic Exploration,Bronze Ancient Record - Oizys
6179,Minion,FATE,"FATE ""Go, Go, Gorgimera"" - Northern Thanalan"
6178,Minion,Purchase,Auriana - Mor Dhona - 3 Allagan Tomestones of Poetics
6176,Minion,Quest,Occupational Hazards
6175,Minion,FATE,"FATE ""Lazy for You"" - East Shroud"
6174,Minion,Purchase,"Chachamun - Highbridge (Eastern Thanalan) - 2,400 Gil (Requires FATE ""Attack on Highbridge: Act III"")"
6173,Minion,Dungeon,The Aurum Vale
6166,Minion,Premium,A Realm Reborn Collector's Edition
6003,Minion,Purchase,"Minion Trader - The Gold Saucer - 2,400 Gil"
6003,Minion,Purchase,"Maisenta (Gridania) / Roarich (Ul'dah) / Bango Zango (Limsa Lominsa) - 2,400 Gil"
6215,Minion,Achievement,Jonathas - Old Gridania - 2 Achievement Certificates
6172,Minion,Purchase,"Flame Quartermaster - Ul'dah - 20,000 Flame Seals"
6171,Minion,Purchase,"Serpent Quartermaster - Gridania - 20,000 Serpent Seals"
6170,Minion,Purchase,"Storm Quartermaster - Limsa Lominsa - 20,000 Storm Seals"
6005,Minion,Purchase,"Minion Trader - The Gold Saucer - 2,400 Gil"
6005,Minion,Purchase,"Maisenta (Gridania) / Roarich (Ul'dah) / Bango Zango (Limsa Lominsa) - 2,400 Gil"
52266,Mount,Occult Crescent,Expedition Antiquarian - North Horn - 500 Arcane Amulets
52266,Mount,Occult Crescent,The Forked Tower: Magic
52266,Mount,Occult Crescent,The Forked Tower: Magic (Extreme)
52264,Mount,Occult Crescent,North Horn - Pot/Bunny Coffer
52264,Mount,Occult Crescent,North Horn - Bronze Coffer
52261,Mount,Gold Saucer,430 MGC
52260,Mount,Quest,Clotted Crime
52258,Mount,Event,Moonfire Faire (2026)
41498,Mount,Premium,Twitch Campaign (August 2026)
52272,Mount,Cosmic Exploration,"Mesouaidonque - 20,000 Cosmocredits"
52271,Mount,Cosmic Exploration,"Mesouaidonque - 20,000 Cosmocredits"
52268,Mount,Cosmic Exploration,Mesouaidonque - 60 Auxesia Token Booklets
52267,Mount,Cosmic Exploration,Cosmic Fortune - Auxesia
52267,Mount,Cosmic Exploration,Mech Pilot Reward - Auxesia
52257,Mount,Cosmic Exploration,Gold Ancient Record - Auxesia
52640,Mount,Event,The Starlight Celebration (2026)
52270,Mount,Trial,The Unmaking (Extreme)
52259,Mount,Quest,The Wing Spirit Cometh
44504,Mount,Wondrous Tails,600 Faux Leaves
50447,Mount,V&C Dungeon,Trisassant - Old Sharlayan - 100 Pieces of Corvosi Brass
50443,Mount,Premium,Online Store
50438,Mount,V&C Dungeon,Another Merchant's Tale
50438,Mount,V&C Dungeon,Trisassant - Old Sharlayan - 100 Corvosi Manuscripts
50446,Mount,Cosmic Exploration,"Mesouaidonque - 20,000 Cosmocredits"
50445,Mount,Cosmic Exploration,"Mesouaidonque - 20,000 Cosmocredits"
50442,Mount,Cosmic Exploration,Mesouaidonque - 60 Oizys Token Booklets
50441,Mount,Cosmic Exploration,Cosmic Fortune - Oizys
